Product_id:  Product_name:  Product_model:  From:   To:  Quantity: Month:   Week:  Year:
127       Motor            M5            Barisal      Bogra   100      May   Week2   2007
92       Watch            M1            Jessore      Bogra   70      May   Week2   2007
162       Freeze            M9            Dhaka      Bogra   36      May   Week2   2007
106       Fan            M4            Barisal      Bogra   70      May   Week2   2007
127       Motor            M5            Khulna      Bogra   22      May   Week2   2007
89       TV            M7            Chittagong      Bogra   108      May   Week2   2007
177       Computer            M0            Rangpur      Bogra   30      May   Week2   2007
140       Car            M9            Jessore      Bogra   57      May   Week2   2007
95       CPU            M7            Jessore      Bogra   25      May   Week2   2007
139       CPU            M5            Mymensingh      Bogra   25      May   Week3   2007
77       CPU            M3            Mymensingh      Bogra   53      May   Week3   2007
157       RAM            M8            Sylhet      Bogra   54      May   Week3   2007
177       Computer            M0            Mymensingh      Bogra   105      May   Week3   2007
103       Car            M8            Rajshahi      Bogra   44      May   Week3   2007
188       CPU            M6            Khulna      Bogra   116      May   Week3   2007
52       Fan            M2            Jessore      Bogra   22      May   Week3   2007
125       CPU            M4            Barisal      Bogra   90      May   Week3   2007
103       Car            M8            Bogra      Bogra   95      May   Week3   2007
74       Car            M7            Dhaka      Bogra   68      May   Week3   2007
118       RAM            M9            Barisal      Bogra   88      May   Week4   2007
145       TV            M0            Chittagong      Bogra   84      May   Week4   2007
82       CPU            M9            Jessore      Bogra   104      May   Week4   2007
120       Watch            M9            Rangpur      Bogra   29      May   Week4   2007
118       RAM            M9            Khulna      Bogra   86      May   Week4   2007
172       Watch            M4            Barisal      Bogra   86      May   Week4   2007
104       Computer            M7            Rangpur      Bogra   76      May   Week4   2007
36       Motor            M8            Chittagong      Bogra   119      May   Week4   2007
134       RAM            M6            Mymensingh      Bogra   82      May   Week4   2007
63       Freeze            M1            Sylhet      Bogra   74      May   Week4   2007
111       Car            M0            Jessore      Bogra   110      May   Week1   2007
101       Freeze            M6            Bogra      Bogra   66      May   Week1   2007
79       Fan            M3            Jessore      Bogra   117      May   Week1   2007
82       CPU            M9            Barisal      Bogra   54      May   Week1   2007
140       Car            M9            Jessore      Bogra   116      May   Week1   2007
154       Motor            M1            Chittagong      Bogra   62      May   Week1   2007
26       Fan            M0            Rajshahi      Bogra   99      May   Week1   2007
134       RAM            M6            Sylhet      Bogra   75      May   Week1   2007
88       Fan            M1            Jessore      Bogra   36      May   Week1   2007
107       RAM            M3            Jessore      Bogra   106      May   Week1   2007
